Entity,Code,Day,New cases (per 1M)
Italy,ITA,2024-01-25,10.128584
Italy,ITA,2024-01-26,10.128584
Italy,ITA,2024-01-27,10.128584
Italy,ITA,2024-01-28,10.128584
Italy,ITA,2024-01-29,7.622197
Italy,ITA,2024-01-30,7.622197
Italy,ITA,2024-01-31,7.622197
Italy,ITA,2024-02-01,7.622197
Italy,ITA,2024-02-02,7.622197
Italy,ITA,2024-02-03,7.622197
Italy,ITA,2024-02-04,7.622197
Italy,ITA,2024-02-05,5.9185247
Italy,ITA,2024-02-06,5.9185247
Italy,ITA,2024-02-07,5.9185247
Italy,ITA,2024-02-08,5.9185247
Italy,ITA,2024-02-09,5.9185247
Italy,ITA,2024-02-10,5.9185247
Italy,ITA,2024-02-11,5.9185247
Italy,ITA,2024-02-12,4.1645327
Italy,ITA,2024-02-13,4.1645327
Italy,ITA,2024-02-14,4.1645327
Italy,ITA,2024-02-15,4.1645327
Italy,ITA,2024-02-16,4.1645327
Italy,ITA,2024-02-17,4.1645327
Italy,ITA,2024-02-18,4.1645327
Italy,ITA,2024-02-19,3.0167701
Italy,ITA,2024-02-20,3.0167701
Italy,ITA,2024-02-21,3.0167701
Italy,ITA,2024-02-22,3.0167701
Italy,ITA,2024-02-23,3.0167701
Italy,ITA,2024-02-24,3.0167701
Italy,ITA,2024-02-25,3.0167701
Italy,ITA,2024-02-26,2.2667708
Italy,ITA,2024-02-27,2.2667708
Italy,ITA,2024-02-28,2.2667708
Italy,ITA,2024-02-29,2.2667708
Italy,ITA,2024-03-01,2.2667708
Italy,ITA,2024-03-02,2.2667708
Italy,ITA,2024-03-03,2.2667708
Italy,ITA,2024-03-04,1.8306692
Italy,ITA,2024-03-05,1.8306692
Italy,ITA,2024-03-06,1.8306692
Italy,ITA,2024-03-07,1.8306692
Italy,ITA,2024-03-08,1.8306692
Italy,ITA,2024-03-09,1.8306692
Italy,ITA,2024-03-10,1.8306692
Italy,ITA,2024-03-11,1.6701262
Italy,ITA,2024-03-12,1.6701262
Italy,ITA,2024-03-13,1.6701262
Italy,ITA,2024-03-14,1.6701262
Italy,ITA,2024-03-15,1.6701262
Italy,ITA,2024-03-16,1.6701262
Italy,ITA,2024-03-17,1.6701262
Italy,ITA,2024-03-18,1.4880177
Italy,ITA,2024-03-19,1.4880177
Italy,ITA,2024-03-20,1.4880177
Italy,ITA,2024-03-21,1.4880177
Italy,ITA,2024-03-22,1.4880177
Italy,ITA,2024-03-23,1.4880177
Italy,ITA,2024-03-24,1.4880177
Italy,ITA,2024-03-25,1.2531936
Italy,ITA,2024-03-26,1.2531936
Italy,ITA,2024-03-27,1.2531936
Italy,ITA,2024-03-28,1.2531936
Italy,ITA,2024-03-29,1.2531936
Italy,ITA,2024-03-30,1.2531936
Italy,ITA,2024-03-31,1.2531936
Italy,ITA,2024-04-01,1.3634171
Italy,ITA,2024-04-02,1.3634171
Italy,ITA,2024-04-03,1.3634171
Italy,ITA,2024-04-04,1.3634171
Italy,ITA,2024-04-05,1.3634171
Italy,ITA,2024-04-06,1.3634171
Italy,ITA,2024-04-07,1.3634171
Italy,ITA,2024-04-08,1.2484013
Italy,ITA,2024-04-09,1.2484013
Italy,ITA,2024-04-10,1.2484013
Italy,ITA,2024-04-11,1.2484013
Italy,ITA,2024-04-12,1.2484013
Italy,ITA,2024-04-13,1.2484013
Italy,ITA,2024-04-14,1.2484013
Italy,ITA,2024-04-15,1.28674
Italy,ITA,2024-04-16,1.28674
Italy,ITA,2024-04-17,1.28674
Italy,ITA,2024-04-18,1.28674
Italy,ITA,2024-04-19,1.28674
Italy,ITA,2024-04-20,1.28674
Italy,ITA,2024-04-21,1.28674
Italy,ITA,2024-04-22,1.3706057
Italy,ITA,2024-04-23,1.3706057
Italy,ITA,2024-04-24,1.3706057
Italy,ITA,2024-04-25,1.3706057
Italy,ITA,2024-04-26,1.3706057
Italy,ITA,2024-04-27,1.3706057
Italy,ITA,2024-04-28,1.3706057
Italy,ITA,2024-04-29,1.5958451
Italy,ITA,2024-04-30,1.5958451
Italy,ITA,2024-05-01,1.5958451
Italy,ITA,2024-05-02,1.5958451
Italy,ITA,2024-05-03,1.5958451
Italy,ITA,2024-05-04,1.5958451
Italy,ITA,2024-05-05,1.5958451
Italy,ITA,2024-05-06,1.8546308
Italy,ITA,2024-05-07,1.8546308
Italy,ITA,2024-05-08,1.8546308
Italy,ITA,2024-05-09,1.8546308
Italy,ITA,2024-05-10,1.8546308
Italy,ITA,2024-05-11,1.8546308
Italy,ITA,2024-05-12,1.8546308
Italy,ITA,2024-05-13,1.9936082
Italy,ITA,2024-05-14,1.9936082
Italy,ITA,2024-05-15,1.9936082
Italy,ITA,2024-05-16,1.9936082
Italy,ITA,2024-05-17,1.9936082
Italy,ITA,2024-05-18,1.9936082
Italy,ITA,2024-05-19,1.9936082
Italy,ITA,2024-05-20,2.2787519
Italy,ITA,2024-05-21,2.2787519
Italy,ITA,2024-05-22,2.2787519
Italy,ITA,2024-05-23,2.2787519
Italy,ITA,2024-05-24,2.2787519
Italy,ITA,2024-05-25,2.2787519
Italy,ITA,2024-05-26,2.2787519
Italy,ITA,2024-05-27,3.0383358
Italy,ITA,2024-05-28,3.0383358
Italy,ITA,2024-05-29,3.0383358
Italy,ITA,2024-05-30,3.0383358
Italy,ITA,2024-05-31,3.0383358
Italy,ITA,2024-06-01,3.0383358
Italy,ITA,2024-06-02,3.0383358
Italy,ITA,2024-06-03,3.802712
Italy,ITA,2024-06-04,3.802712
Italy,ITA,2024-06-05,3.802712
Italy,ITA,2024-06-06,3.802712
Italy,ITA,2024-06-07,3.802712
Italy,ITA,2024-06-08,3.802712
Italy,ITA,2024-06-09,3.802712
Italy,ITA,2024-06-10,4.6988773
Italy,ITA,2024-06-11,4.6988773
Italy,ITA,2024-06-12,4.6988773
Italy,ITA,2024-06-13,4.6988773
Italy,ITA,2024-06-14,4.6988773
Italy,ITA,2024-06-15,4.6988773
Italy,ITA,2024-06-16,4.6988773
Italy,ITA,2024-06-17,5.954467
Italy,ITA,2024-06-18,5.954467
Italy,ITA,2024-06-19,5.954467
Italy,ITA,2024-06-20,5.954467
Italy,ITA,2024-06-21,5.954467
Italy,ITA,2024-06-22,5.954467
Italy,ITA,2024-06-23,5.954467
Italy,ITA,2024-06-24,7.9097366
Italy,ITA,2024-06-25,7.9097366
Italy,ITA,2024-06-26,7.9097366
Italy,ITA,2024-06-27,7.9097366
Italy,ITA,2024-06-28,7.9097366
Italy,ITA,2024-06-29,7.9097366
Italy,ITA,2024-06-30,7.9097366
Italy,ITA,2024-07-01,11.314686
Italy,ITA,2024-07-02,11.314686
Italy,ITA,2024-07-03,11.314686
Italy,ITA,2024-07-04,11.314686
Italy,ITA,2024-07-05,11.314686
Italy,ITA,2024-07-06,11.314686
Italy,ITA,2024-07-07,11.314686
Italy,ITA,2024-07-08,19.21244
Italy,ITA,2024-07-09,19.21244
Italy,ITA,2024-07-10,19.21244
Italy,ITA,2024-07-11,19.21244
Italy,ITA,2024-07-12,19.21244
Italy,ITA,2024-07-13,19.21244
Italy,ITA,2024-07-14,19.21244
Italy,ITA,2024-07-15,28.202848
Italy,ITA,2024-07-16,28.202848
Italy,ITA,2024-07-17,28.202848
Italy,ITA,2024-07-18,28.202848
Italy,ITA,2024-07-19,28.202848
Italy,ITA,2024-07-20,28.202848
Italy,ITA,2024-07-21,28.202848
Italy,ITA,2024-07-22,39.697247
Italy,ITA,2024-07-23,39.697247
Italy,ITA,2024-07-24,39.697247
Japan,JPN,2020-12-14,20.098675
Japan,JPN,2020-12-15,20.504396
Japan,JPN,2020-12-16,20.802687
Japan,JPN,2020-12-17,21.177551
Japan,JPN,2020-12-18,21.252981
Japan,JPN,2020-12-19,21.408413
Japan,JPN,2020-12-20,21.249554
Japan,JPN,2020-12-21,21.566132
Japan,JPN,2020-12-22,21.472414
Japan,JPN,2020-12-23,21.795849
Japan,JPN,2020-12-24,21.75585
Japan,JPN,2020-12-25,22.67701
Japan,JPN,2020-12-26,23.44731
Japan,JPN,2020-12-27,24.494188
Japan,JPN,2020-12-28,24.815336
Japan,JPN,2020-12-29,25.671352
Japan,JPN,2020-12-30,26.838232
Japan,JPN,2020-12-31,27.617676
Japan,JPN,2021-01-01,32.03719
Japan,JPN,2021-01-02,31.322891
Japan,JPN,2021-01-03,30.3263
Japan,JPN,2021-01-04,31.685184
Japan,JPN,2021-01-05,33.368645
Japan,JPN,2021-01-06,36.34013
Japan,JPN,2021-01-07,39.99506
Japan,JPN,2021-01-08,40.163063
Japan,JPN,2021-01-09,45.510593
Japan,JPN,2021-01-10,49.035233
Japan,JPN,2021-01-11,50.57469
Japan,JPN,2021-01-12,51.42728
Japan,JPN,2021-01-13,50.54955
Japan,JPN,2021-01-14,50.18954
Japan,JPN,2021-01-15,48.864944
Japan,JPN,2021-01-16,47.453487
Japan,JPN,2021-01-17,47.47749
Japan,JPN,2021-01-18,48.133503
Japan,JPN,2021-01-19,48.52551
Japan,JPN,2021-01-20,48.68437
Japan,JPN,2021-01-21,47.77921
Japan,JPN,2021-01-22,45.9026
Japan,JPN,2021-01-23,43.84656
Japan,JPN,2021-01-24,41.736805
Japan,JPN,2021-01-25,38.64646
Japan,JPN,2021-01-26,36.464703
Japan,JPN,2021-01-27,34.727528
Japan,JPN,2021-01-28,32.567486
Japan,JPN,2021-01-29,30.868025
Japan,JPN,2021-01-30,29.807432
Japan,JPN,2021-01-31,28.23483
Japan,JPN,2021-02-01,26.838232
Japan,JPN,2021-02-02,25.321632
Japan,JPN,2021-02-03,23.797031
Japan,JPN,2021-02-04,22.322718
Japan,JPN,2021-02-05,20.882689
Japan,JPN,2021-02-06,19.078083
Japan,JPN,2021-02-07,17.682627
Japan,JPN,2021-02-08,17.303192
Japan,JPN,2021-02-09,16.400316
Japan,JPN,2021-02-10,15.523728
Japan,JPN,2021-02-11,14.517995
Japan,JPN,2021-02-12,13.484832
Japan,JPN,2021-02-13,12.613958
Japan,JPN,2021-02-14,12.333953
Japan,JPN,2021-02-15,12.570529
Japan,JPN,2021-02-16,12.376239
Japan,JPN,2021-02-17,11.881372
Japan,JPN,2021-02-18,11.675654
Japan,JPN,2021-02-19,11.608224
Japan,JPN,2021-02-20,11.468793
Japan,JPN,2021-02-21,11.21736
Japan,JPN,2021-02-22,9.932763
Japan,JPN,2021-02-23,9.6596155
Japan,JPN,2021-02-24,9.308751
Japan,JPN,2021-02-25,8.577309
Japan,JPN,2021-02-26,8.260731
Japan,JPN,2021-02-27,8.266445
Japan,JPN,2021-02-28,8.201302
Japan,JPN,2021-03-01,8.055013
Japan,JPN,2021-03-02,7.873295
Japan,JPN,2021-03-03,7.99444
Japan,JPN,2021-03-04,8.292731
Japan,JPN,2021-03-05,8.403591
Japan,JPN,2021-03-06,8.247017
Japan,JPN,2021-03-07,8.250445
Japan,JPN,2021-03-08,8.191015
Japan,JPN,2021-03-09,8.426449
Japan,JPN,2021-03-10,8.517879
Japan,JPN,2021-03-11,8.64131
Japan,JPN,2021-03-12,8.79217
Japan,JPN,2021-03-13,9.048175
Japan,JPN,2021-03-14,9.044746
Japan,JPN,2021-03-15,9.162463
Japan,JPN,2021-03-16,9.124747
Japan,JPN,2021-03-17,9.354466
Japan,JPN,2021-03-18,9.615043
Japan,JPN,2021-03-19,9.797904
Japan,JPN,2021-03-20,10.017337
Japan,JPN,2021-03-21,10.143053
Japan,JPN,2021-03-22,10.361343
Japan,JPN,2021-03-23,10.663063
Japan,JPN,2021-03-24,11.0985
Japan,JPN,2021-03-25,11.58651
Japan,JPN,2021-03-26,12.23795
Japan,JPN,2021-03-27,12.812819
Japan,JPN,2021-03-28,13.52369
Japan,JPN,2021-03-29,14.195703
Japan,JPN,2021-03-30,14.936289
Japan,JPN,2021-03-31,15.858592
Japan,JPN,2021-04-01,16.706608
Japan,JPN,2021-04-02,17.48491
Japan,JPN,2021-04-03,18.306639
Japan,JPN,2021-04-04,19.098654
Japan,JPN,2021-04-05,19.851812
Japan,JPN,2021-04-06,19.959242
Japan,JPN,2021-04-07,20.6884
Japan,JPN,2021-04-08,21.4267
Japan,JPN,2021-04-09,22.432434
Japan,JPN,2021-04-10,23.470167
Japan,JPN,2021-04-11,23.95589
Japan,JPN,2021-04-12,24.294184
Japan,JPN,2021-04-13,25.82107
Japan,JPN,2021-04-14,26.567371
Japan,JPN,2021-04-15,28.045113
Japan,JPN,2021-04-16,29.057705
Japan,JPN,2021-04-17,30.201727
Japan,JPN,2021-04-18,31.733185
Japan,JPN,2021-04-19,32.589203
Japan,JPN,2021-04-20,33.51722
Japan,JPN,2021-04-21,34.633812
Japan,JPN,2021-04-22,35.60412
Japan,JPN,2021-04-23,36.321846
Japan,JPN,2021-04-24,36.928715
Japan,JPN,2021-04-25,37.499012
Japan,JPN,2021-04-26,38.541317
Japan,JPN,2021-04-27,38.934467
Japan,JPN,2021-04-28,39.501335
Japan,JPN,2021-04-29,39.8682
Japan,JPN,2021-04-30,39.54705
Japan,JPN,2021-05-01,40.096775
Japan,JPN,2021-05-02,41.14251
Japan,JPN,2021-05-03,41.813377
Japan,JPN,2021-05-04,42.054527
Japan,JPN,2021-05-05,40.15506
Japan,JPN,2021-05-06,39.100185
Japan,JPN,2021-05-07,39.909344
Japan,JPN,2021-05-08,40.917362
Japan,JPN,2021-05-09,42.494534
Japan,JPN,2021-05-10,43.6477
Japan,JPN,2021-05-11,44.963154
Japan,JPN,2021-05-12,48.579224
Japan,JPN,2021-05-13,50.918697
Japan,JPN,2021-05-14,51.794144
Japan,JPN,2021-05-15,51.384995
Japan,JPN,2021-05-16,49.29352
Japan,JPN,2021-05-17,48.01007
Japan,JPN,2021-05-18,46.858047
Japan,JPN,2021-05-19,45.28659
Japan,JPN,2021-05-20,44.128853
Japan,JPN,2021-05-21,43.070545
Japan,JPN,2021-05-22,41.470516
Japan,JPN,2021-05-23,40.788216
Japan,JPN,2021-05-24,38.957325
Japan,JPN,2021-05-25,37.525295
Japan,JPN,2021-05-26,36.113842
Japan,JPN,2021-05-27,33.975513
Japan,JPN,2021-05-28,32.5812
Japan,JPN,2021-05-29,31.31489
Japan,JPN,2021-05-30,29.283995
Japan,JPN,2021-05-31,28.344547
Japan,JPN,2021-06-01,26.965092
Japan,JPN,2021-06-02,25.529636
Japan,JPN,2021-06-03,24.203896
Japan,JPN,2021-06-04,22.432434
Japan,JPN,2021-06-05,21.313555
Japan,JPN,2021-06-06,20.47354
Japan,JPN,2021-06-07,19.63238
Japan,JPN,2021-06-08,18.844936
Japan,JPN,2021-06-09,17.848345
Japan,JPN,2021-06-10,16.97747
Japan,JPN,2021-06-11,16.202599
Japan,JPN,2021-06-12,15.427727
Japan,JPN,2021-06-13,14.66314
Japan,JPN,2021-06-14,14.189988
Japan,JPN,2021-06-15,13.74198
Japan,JPN,2021-06-16,13.177398
Japan,JPN,2021-06-17,12.546528
Japan,JPN,2021-06-18,12.172807
Japan,JPN,2021-06-19,11.632225
Japan,JPN,2021-06-20,11.492793
Japan,JPN,2021-06-21,11.418507
Japan,JPN,2021-06-22,11.436792
Japan,JPN,2021-06-23,11.545366
Japan,JPN,2021-06-24,11.639082
Japan,JPN,2021-06-25,11.818514
Japan,JPN,2021-06-26,11.951088
Japan,JPN,2021-06-27,11.964803
Japan,JPN,2021-06-28,12.035661
Japan,JPN,2021-06-29,12.010518
Japan,JPN,2021-06-30,12.043661
Japan,JPN,2021-07-01,12.159092
Japan,JPN,2021-07-02,12.183092
Japan,JPN,2021-07-03,12.479098
Japan,JPN,2021-07-04,12.660816
Japan,JPN,2021-07-05,12.7111025
Japan,JPN,2021-07-06,13.021966
Japan,JPN,2021-07-07,13.410544
Japan,JPN,2021-07-08,14.005985
Japan,JPN,2021-07-09,14.57171
Japan,JPN,2021-07-10,15.216294
Japan,JPN,2021-07-11,15.864306
Japan,JPN,2021-07-12,16.376316
Japan,JPN,2021-07-13,17.184332
Japan,JPN,2021-07-14,18.354641
Japan,JPN,2021-07-15,19.676952
Japan,JPN,2021-07-16,21.001549
Japan,JPN,2021-07-17,22.562721
Japan,JPN,2021-07-18,23.797031
Japan,JPN,2021-07-19,24.839336
Japan,JPN,2021-07-20,26.314795
Japan,JPN,2021-07-21,28.280546
Japan,JPN,2021-07-22,30.407444
Japan,JPN,2021-07-23,31.463465
Japan,JPN,2021-07-24,31.125174
Japan,JPN,2021-07-25,33.038353
Japan,JPN,2021-07-26,35.991554
Japan,JPN,2021-07-27,40.239635
Japan,JPN,2021-07-28,45.459164
Japan,JPN,2021-07-29,51.33699
Japan,JPN,2021-07-30,58.980568
Japan,JPN,2021-07-31,68.75218
Japan,JPN,2021-08-01,74.79116
Japan,JPN,2021-08-02,79.15239
Japan,JPN,2021-08-03,84.097626
Japan,JPN,2021-08-04,89.33544
Japan,JPN,2021-08-05,94.82812
Japan,JPN,2021-08-06,100.03165
Japan,JPN,2021-08-07,103.95401
Japan,JPN,2021-08-08,109.04211
Japan,JPN,2021-08-09,112.98733
Japan,JPN,2021-08-10,112.09817
Japan,JPN,2021-08-11,113.25247
Japan,JPN,2021-08-12,116.674255
Japan,JPN,2021-08-13,122.27436
Japan,JPN,2021-08-14,127.54646
Japan,JPN,2021-08-15,129.43108
Japan,JPN,2021-08-16,132.93971
Japan,JPN,2021-08-17,142.4999
Japan,JPN,2021-08-18,151.3835
Japan,JPN,2021-08-19,159.50137
Japan,JPN,2021-08-20,164.60432
Japan,JPN,2021-08-21,170.35414
Japan,JPN,2021-08-22,178.06859
Japan,JPN,2021-08-23,181.03322
Japan,JPN,2021-08-24,182.79095
Japan,JPN,2021-08-25,183.77612
Japan,JPN,2021-08-26,184.60129
Japan,JPN,2021-08-27,181.88695
Japan,JPN,2021-08-28,179.35318
Japan,JPN,2021-08-29,176.01598
Japan,JPN,2021-08-30,172.55305
Japan,JPN,2021-08-31,168.04668
Japan,JPN,2021-09-01,165.04318
Japan,JPN,2021-09-02,155.22128
Japan,JPN,2021-09-03,148.67259
Japan,JPN,2021-09-04,140.14899
Japan,JPN,2021-09-05,133.72601
Japan,JPN,2021-09-06,127.076744
Japan,JPN,2021-09-07,119.8206
Japan,JPN,2021-09-08,109.58955
Japan,JPN,2021-09-09,101.9014
Japan,JPN,2021-09-10,93.133224
Japan,JPN,2021-09-11,85.82223
Japan,JPN,2021-09-12,77.913506
Japan,JPN,2021-09-13,73.0597
Japan,JPN,2021-09-14,67.80016
Japan,JPN,2021-09-15,61.59205
Japan,JPN,2021-09-16,56.210228
Japan,JPN,2021-09-17,51.563282
Japan,JPN,2021-09-18,46.91862
Japan,JPN,2021-09-19,42.47625
Japan,JPN,2021-09-20,39.627052
Japan,JPN,2021-09-21,35.202965
Japan,JPN,2021-09-22,30.813168
Japan,JPN,2021-09-23,27.883966
Japan,JPN,2021-09-24,24.87248
Japan,JPN,2021-09-25,21.992424
Japan,JPN,2021-09-26,20.530682
Japan,JPN,2021-09-27,19.366089
Japan,JPN,2021-09-28,18.870079
Japan,JPN,2021-09-29,17.91006
Japan,JPN,2021-09-30,15.871163
Japan,JPN,2021-10-01,14.766
Japan,JPN,2021-10-02,13.367115
Japan,JPN,2021-10-03,11.8528
Japan,JPN,2021-10-04,11.105357
Japan,JPN,2021-10-05,10.3362
Japan,JPN,2021-10-06,9.275608
Japan,JPN,2021-10-07,8.495021
Japan,JPN,2021-10-08,7.76015
Japan,JPN,2021-10-09,7.212711
Japan,JPN,2021-10-10,6.773845
Japan,JPN,2021-10-11,6.414981
Japan,JPN,2021-10-12,6.0115447
Japan,JPN,2021-10-13,5.5966797
Japan,JPN,2021-10-14,5.1726713
Japan,JPN,2021-10-15,4.792093
Japan,JPN,2021-10-16,4.4732294
Japan,JPN,2021-10-17,4.2823687
Japan,JPN,2021-10-18,4.14408
Japan,JPN,2021-10-19,3.918933
Japan,JPN,2021-10-20,3.529211
Japan,JPN,2021-10-21,3.2229195
Japan,JPN,2021-10-22,2.9612
Japan,JPN,2021-10-23,2.7246242
Japan,JPN,2021-10-24,2.5349061
Japan,JPN,2021-10-25,2.385189
Japan,JPN,2021-10-26,2.2891872
Japan,JPN,2021-10-27,2.2537577
Japan,JPN,2021-10-28,2.1623275
Japan,JPN,2021-10-29,6.7772737
Japan,JPN,2021-10-30,6.7635593
Japan,JPN,2021-10-31,6.772702
Japan,JPN,2021-11-01,6.699558
Japan,JPN,2021-11-02,6.622985
Japan,JPN,2021-11-03,6.498411
Japan,JPN,2021-11-04,6.4218383
Japan,JPN,2021-11-05,1.6868898
Japan,JPN,2021-11-06,1.6308887
Japan,JPN,2021-11-07,1.5268867
Japan,JPN,2021-11-08,1.5463156
Japan,JPN,2021-11-09,1.5451727
Japan,JPN,2021-11-10,1.5120292
Japan,JPN,2021-11-11,1.5303153
Japan,JPN,2021-11-12,1.5108863
Japan,JPN,2021-11-13,1.4663141
Japan,JPN,2021-11-14,1.4468851
Japan,JPN,2021-11-15,1.419456
Japan,JPN,2021-11-16,1.3508832
Japan,JPN,2021-11-17,1.3520261
Japan,JPN,2021-11-18,1.2857392
Japan,JPN,2021-11-19,1.2548814
Japan,JPN,2021-11-20,1.1577367
Japan,JPN,2021-11-21,1.1520222
Japan,JPN,2021-11-22,1.0983069
Japan,JPN,2021-11-23,1.0605919
Japan,JPN,2021-11-24,0.9188749
Japan,JPN,2021-11-25,0.8685882
Japan,JPN,2021-11-26,0.8285874
Japan,JPN,2021-11-27,0.83315897
Japan,JPN,2021-11-28,0.7645862
Japan,JPN,2021-11-29,0.7988726
Japan,JPN,2021-11-30,0.77715784
Japan,JPN,2021-12-01,0.82973033
Japan,JPN,2021-12-02,0.84230196
Japan,JPN,2021-12-03,0.8651596
Japan,JPN,2021-12-04,0.8754455
Japan,JPN,2021-12-05,0.9131605
Japan,JPN,2021-12-06,0.9074461
Japan,JPN,2021-12-07,0.9245893
Japan,JPN,2021-12-08,0.92116064
Japan,JPN,2021-12-09,0.97144735
Japan,JPN,2021-12-10,0.9680187
Japan,JPN,2021-12-11,0.984019
Japan,JPN,2021-12-12,1.003448
Japan,JPN,2021-12-13,1.0194483
Japan,JPN,2021-12-14,1.0537347
Japan,JPN,2021-12-15,1.1097357
Japan,JPN,2021-12-16,1.1325933
Japan,JPN,2021-12-17,1.1817371
Japan,JPN,2021-12-18,1.2434525
Japan,JPN,2021-12-19,1.3074539
Japan,JPN,2021-12-20,1.3771695
Japan,JPN,2021-12-21,1.485743
Japan,JPN,2021-12-22,1.5931736
Japan,JPN,2021-12-23,1.7188903
Japan,JPN,2021-12-24,1.8480357
Japan,JPN,2021-12-25,1.9863241
Japan,JPN,2021-12-26,2.0857546
Japan,JPN,2021-12-27,2.1657562
Japan,JPN,2021-12-28,2.3246164
Japan,JPN,2021-12-29,2.5520494
Japan,JPN,2021-12-30,2.7657678
Japan,JPN,2021-12-31,2.9589143
Japan,JPN,2022-01-01,3.1737757
Japan,JPN,2022-01-02,3.4503524
Japan,JPN,2022-01-03,4.0960793
Japan,JPN,2022-01-04,5.117813
Japan,JPN,2022-01-05,7.449287
Japan,JPN,2022-01-06,11.682511
Japan,JPN,2022-01-07,17.991205
Japan,JPN,2022-01-08,26.478226
Japan,JPN,2022-01-09,35.19611
Japan,JPN,2022-01-10,41.608803
Japan,JPN,2022-01-11,47.97807
Japan,JPN,2022-01-12,59.106285
Japan,JPN,2022-01-13,74.8163
Japan,JPN,2022-01-14,92.25436
Japan,JPN,2022-01-15,109.14268
Japan,JPN,2022-01-16,130.55681
Japan,JPN,2022-01-17,149.93661
Japan,JPN,2022-01-18,176.26054
Japan,JPN,2022-01-19,207.80173
Japan,JPN,2022-01-20,238.31432
Japan,JPN,2022-01-21,270.64636
Japan,JPN,2022-01-22,306.6162
Japan,JPN,2022-01-23,331.2224
Japan,JPN,2022-01-24,358.4515
Japan,JPN,2022-01-25,393.96188
Japan,JPN,2022-01-26,428.12827
Japan,JPN,2022-01-27,461.62262
Japan,JPN,2022-01-28,497.58105
Japan,JPN,2022-01-29,529.5577
Japan,JPN,2022-01-30,571.4225
Japan,JPN,2022-01-31,587.4388
Japan,JPN,2022-02-01,609.48376
Japan,JPN,2022-02-02,636.51514
Japan,JPN,2022-02-03,669.76495
Japan,JPN,2022-02-04,690.68536
Japan,JPN,2022-02-05,712.16003
Japan,JPN,2022-02-06,721.10077
Japan,JPN,2022-02-07,733.1216
Japan,JPN,2022-02-08,751.09106
Japan,JPN,2022-02-09,756.30035
Japan,JPN,2022-02-10,752.93915
Japan,JPN,2022-02-11,751.6522
Japan,JPN,2022-02-12,713.4309
Japan,JPN,2022-02-13,698.99524
Japan,JPN,2022-02-14,689.70703
Japan,JPN,2022-02-15,671.365
Japan,JPN,2022-02-16,662.88025
Japan,JPN,2022-02-17,657.74414
Japan,JPN,2022-02-18,651.7623
Japan,JPN,2022-02-19,662.78766
Japan,JPN,2022-02-20,654.3612
Japan,JPN,2022-02-21,645.5862
Japan,JPN,2022-02-22,630.13104
Japan,JPN,2022-02-23,615.6027
Japan,JPN,2022-02-24,581.3781
Japan,JPN,2022-02-25,549.6712
Japan,JPN,2022-02-26,541.10876
Japan,JPN,2022-02-27,537.0012
Japan,JPN,2022-02-28,531.70856
Japan,JPN,2022-03-01,526.5313
Japan,JPN,2022-03-02,519.3997
Japan,JPN,2022-03-03,525.4581
Japan,JPN,2022-03-04,524.47186
Japan,JPN,2022-03-05,517.4534
Japan,JPN,2022-03-06,501.62454
Japan,JPN,2022-03-07,489.39917
Japan,JPN,2022-03-08,475.1966
Japan,JPN,2022-03-09,465.11298
Japan,JPN,2022-03-10,455.81796
Japan,JPN,2022-03-11,446.26004
Japan,JPN,2022-03-12,436.89758
Japan,JPN,2022-03-13,432.99466
Japan,JPN,2022-03-14,427.58997
Japan,JPN,2022-03-15,423.28476
Japan,JPN,2022-03-16,417.77036
Japan,JPN,2022-03-17,408.99533
Japan,JPN,2022-03-18,401.3106
Japan,JPN,2022-03-19,390.3447
Japan,JPN,2022-03-20,379.08618
Japan,JPN,2022-03-21,369.77744
Japan,JPN,2022-03-22,342.0866
Japan,JPN,2022-03-23,317.72385
Japan,JPN,2022-03-24,310.77057
Japan,JPN,2022-03-25,309.60712
Japan,JPN,2022-03-26,311.10886
Japan,JPN,2022-03-27,312.72488
Japan,JPN,2022-03-28,318.68503
Japan,JPN,2022-03-29,341.60318
Japan,JPN,2022-03-30,360.0721
Japan,JPN,2022-03-31,358.91092
Japan,JPN,2022-04-01,364.98648
Japan,JPN,2022-04-02,365.36362
Japan,JPN,2022-04-03,370.7123
Japan,JPN,2022-04-04,371.76147
Japan,JPN,2022-04-05,372.7238
Japan,JPN,2022-04-06,374.29752
Japan,JPN,2022-04-07,382.29425
Japan,JPN,2022-04-08,380.6485
Japan,JPN,2022-04-09,386.1172
Japan,JPN,2022-04-10,385.69547
Japan,JPN,2022-04-11,384.89774
Japan,JPN,2022-04-12,395.20193
Japan,JPN,2022-04-13,398.12997
Japan,JPN,2022-04-14,335.22134
Japan,JPN,2022-04-15,397.51398
Japan,JPN,2022-04-16,391.6247
Japan,JPN,2022-04-17,382.50797
Japan,JPN,2022-04-18,376.96042
Japan,JPN,2022-04-19,361.30298
Japan,JPN,2022-04-20,350.7382
Japan,JPN,2022-04-21,404.92096
Japan,JPN,2022-04-22,332.00412
Japan,JPN,2022-04-23,328.24634
Japan,JPN,2022-04-24,326.5903
Japan,JPN,2022-04-25,326.83374
Japan,JPN,2022-04-26,326.40744
Japan,JPN,2022-04-27,324.4771
Japan,JPN,2022-04-28,318.653
Japan,JPN,2022-04-29,312.56033
Japan,JPN,2022-04-30,291.3725
Japan,JPN,2022-05-01,276.48648
Japan,JPN,2022-05-02,270.43152
Japan,JPN,2022-05-03,258.77872
Japan,JPN,2022-05-04,237.00572
